order_id,customer_id,product_id,quantity,order_date,total_amount
2036,47,204,2,2023-01-31,98.06
2037,26,255,1,2024-04-21,138.21
2038,417,90,5,2023-02-15,839.30
2039,1343,33,4,2023-10-15,13.36
2040,1632,145,2,2023-07-27,81.46
2041,193,13,2,2023-07-12,22.14
2042,169,354,1,2023-01-02,238.86
2043,1306,23,3,2024-03-21,300.66
2044,806,488,2,2023-08-26,66.84
2045,1663,435,2,2023-10-21,151.80
2046,338,46,2,2024-04-12,126.98
2047,519,279,1,2024-01-16,37.48
2048,1719,283,2,2023-11-25,288.90
2049,1770,328,1,2023-06-28,10.20
2050,922,206,1,2023-12-22,320.33
2051,1949,150,1,2024-05-21,112.41
2052,1439,278,1,2024-03-18,5.07
2053,62,309,1,2023-05-21,288.88
2054,285,474,1,2024-04-22,72.53
2055,482,386,2,2023-06-18,409.96
2056,30,176,2,2023-05-29,207.08
2057,1022,175,2,2023-06-13,85.72
2058,888,72,5,2023-07-30,118.75
2059,1537,203,1,2024-03-05,23.90
2060,80,257,2,2023-04-17,129.54
2061,898,3,1,2023-06-18,80.55
2062,1796,117,2,2023-12-09,353.54
2063,546,60,1,2024-01-18,82.70
2064,750,480,1,2024-02-07,42.62
2065,157,296,1,2024-02-22,29.42
2066,1508,385,5,2023-08-20,657.25
2067,1258,330,1,2023-07-12,13.44
2068,1666,1,3,2024-05-31,44.22
2069,77,254,1,2023-03-15,115.61
2070,1549,487,1,2024-02-20,798.02
2071,235,423,1,2023-04-09,11.25
2072,136,13,1,2023-10-30,11.07
2073,87,107,1,2023-03-15,1897.15
2074,48,130,1,2023-05-02,44.02
2075,432,484,1,2024-02-17,81.00
2076,8,358,2,2023-12-18,294.26
2077,376,192,1,2024-03-14,227.47
2078,1144,302,4,2023-02-12,126.76
2079,1460,252,5,2024-05-26,1250.95
2080,264,180,1,2024-04-29,141.43
2081,369,386,2,2023-04-11,409.96
2082,434,353,2,2023-12-26,30.02
2083,1491,252,5,2024-01-25,1250.95
2084,27,493,1,2023-03-30,378.08
2085,522,130,2,2023-03-26,88.04
2086,177,371,3,2023-04-07,406.11
2087,488,195,2,2023-09-05,54.18
2088,1048,241,1,2023-11-14,40.28
2089,775,398,2,2024-04-07,526.34
2090,155,315,1,2023-01-11,27.91
2091,1486,66,2,2023-01-29,42.04
2092,576,228,1,2023-07-05,40.82
2093,504,141,2,2024-02-02,53.50
2094,682,335,2,2023-09-17,51.86
2095,950,61,2,2024-05-17,381.58
2096,124,462,1,2023-06-16,18.18
2097,28,149,2,2024-03-12,976.62
2098,78,352,1,2023-03-20,1186.86
2099,142,247,1,2023-01-06,473.52
2100,375,398,2,2023-06-30,526.34
2101,1978,193,1,2023-07-07,404.02
2102,160,175,3,2024-05-20,128.58
2103,165,366,1,2023-04-29,191.48
2104,73,85,1,2023-01-25,146.89
2105,460,255,1,2024-03-16,138.21
2106,15,363,2,2024-01-13,84.74
2107,1230,279,1,2024-04-30,37.48
2108,24,143,1,2024-03-08,95.18
2109,48,34,1,2024-01-02,435.18
2110,522,206,2,2023-09-07,640.66
2111,99,62,1,2023-03-30,17.00
2112,871,96,2,2024-04-01,406.48
2113,1359,280,1,2023-09-27,1720.82
2114,528,35,5,2023-07-09,572.40
2115,932,212,1,2023-02-10,604.62
2116,167,104,1,2023-05-17,44.87
2117,1836,360,1,2024-01-16,11.76
2118,44,262,3,2023-04-26,255.60
2119,624,341,1,2023-01-10,156.24
2120,235,451,3,2023-11-24,286.41
2121,176,441,1,2023-08-07,63.36
2122,135,340,1,2024-05-05,23.10
2123,153,51,1,2023-03-14,287.64
2124,104,342,1,2023-05-29,83.05
2125,1908,35,1,2023-03-16,114.48
2126,849,85,1,2024-02-28,146.89
2127,1178,186,4,2023-09-26,113.60
2128,406,31,3,2023-02-13,800.01
2129,265,400,1,2023-07-17,805.43
2130,1416,372,4,2024-02-05,548.72
2131,480,311,3,2023-08-19,325.05
2132,1845,465,1,2024-02-21,83.80
2133,1285,447,3,2023-06-11,982.50
2134,174,307,2,2024-05-24,55.74
2135,1980,39,1,2023-02-01,30.43
2136,424,34,2,2023-05-30,870.36
2137,1980,329,1,2023-10-12,114.90
2138,384,144,1,2023-12-16,26.66
2139,236,429,2,2023-12-01,105.56
2140,243,438,4,2024-05-14,102.92
2141,373,388,3,2023-05-21,502.74
2142,514,173,1,2024-05-16,185.23
2143,302,273,2,2023-03-06,424.28
2144,181,323,1,2023-10-05,728.46
2145,215,305,2,2023-11-17,114.52
2146,271,465,1,2023-07-15,83.80
2147,311,498,1,2023-12-10,35.88
2148,596,347,1,2023-09-28,109.55
2149,1018,218,2,2023-07-12,233.26
2150,1955,314,3,2023-05-23,474.81
2151,1965,353,1,2024-01-06,15.01
2152,1646,278,2,2023-07-29,10.14
2153,503,298,2,2023-05-01,23.80
2154,1712,371,3,2023-09-10,406.11
2155,147,307,3,2023-12-12,83.61
2156,131,455,2,2024-05-23,49.48
2157,356,126,1,2023-10-05,11.59
2158,859,236,2,2023-05-30,43.10
2159,183,311,1,2023-05-08,108.35
2160,358,417,2,2024-02-07,1021.00
2161,3,35,1,2023-09-18,114.48
2162,556,233,4,2023-10-11,928.40
2163,584,291,1,2023-09-30,465.63
2164,36,219,2,2024-05-16,258.70
2165,1002,56,1,2024-02-01,10.56
2166,252,62,1,2023-05-06,17.00
2167,333,390,3,2023-02-25,648.36
2168,29,434,1,2023-04-21,16.76
2169,750,275,1,2023-04-09,697.44
2170,1817,352,1,2023-02-10,1186.86
2171,1361,291,1,2023-04-25,465.63
2172,292,320,2,2023-10-19,806.82
2173,446,124,1,2023-10-01,730.32
2174,775,182,3,2023-06-05,235.08
2175,16,284,2,2023-08-14,131.78
2176,123,413,4,2024-01-28,248.20
2177,145,278,2,2023-06-14,10.14
2178,66,293,2,2023-10-04,151.26
2179,541,64,1,2024-02-21,67.65
2180,159,124,1,2023-06-19,730.32
2181,124,470,1,2023-04-20,265.53
2182,3,123,2,2024-03-21,181.68
2183,920,441,2,2024-01-31,126.72
2184,474,110,1,2023-03-25,160.98
2185,411,365,1,2023-06-03,298.84
2186,1794,455,1,2024-01-25,24.74
2187,16,278,3,2023-07-30,15.21
2188,1425,252,1,2023-12-17,250.19
2189,267,11,1,2024-02-02,20.73
2190,466,311,1,2023-05-28,108.35
2191,1596,40,2,2024-01-22,431.32
2192,120,404,1,2023-08-12,24.79
2193,254,181,1,2023-09-12,21.50
2194,1660,149,3,2024-01-24,1464.93
2195,1032,450,1,2023-01-25,1387.38
2196,1501,479,2,2023-03-08,205.10
2197,485,366,3,2024-02-03,574.44
2198,878,177,1,2023-01-21,103.25
2199,549,224,2,2024-03-10,57.56
2200,65,224,1,2023-08-23,28.78
2201,194,188,4,2023-09-24,752.64
2202,529,81,1,2023-07-20,153.87
2203,25,196,1,2023-08-23,36.87
2204,65,363,4,2023-04-05,169.48
2205,1123,357,2,2023-09-14,13.62
2206,57,269,4,2024-04-08,319.64
2207,106,151,1,2024-03-22,36.44
2208,200,446,4,2023-08-23,221.60
2209,412,160,1,2023-03-10,76.68
2210,167,447,1,2023-02-23,327.50
2211,883,336,3,2023-06-30,349.86
2212,214,281,1,2024-03-09,70.93
2213,120,121,1,2023-07-20,886.46
2214,1044,365,1,2023-04-14,298.84
2215,194,419,3,2023-05-08,429.03
2216,503,284,3,2023-07-03,197.67
2217,109,274,4,2023-09-09,453.16
2218,7,167,3,2023-10-06,173.04
2219,588,417,1,2024-05-31,510.50
2220,41,202,1,2023-02-19,15.75
2221,514,80,3,2023-09-05,5110.68
2222,1081,428,1,2023-10-13,35.14
2223,503,126,1,2023-04-23,11.59
2224,1652,128,1,2023-02-13,1326.36
2225,48,194,1,2023-10-22,66.40
2226,500,271,3,2024-02-09,332.58
2227,758,278,2,2024-04-22,10.14
2228,1291,483,2,2024-02-19,31.48
2229,1860,129,2,2024-02-22,78.84
2230,119,258,3,2023-05-10,26.22
2231,26,106,1,2024-01-12,31.17
2232,229,60,2,2024-02-27,165.40
2233,367,193,1,2023-01-25,404.02
2234,254,250,1,2023-01-17,28.66
2235,154,223,3,2023-05-31,261.30
2236,480,443,2,2023-05-24,289.26
2237,1298,407,1,2023-09-08,21.47
2238,102,9,4,2024-03-25,644.84
2239,182,250,1,2024-04-21,28.66
2240,350,452,1,2023-05-14,33.14
2241,421,492,1,2023-05-30,127.14
2242,1255,473,1,2024-01-19,578.10
2243,37,180,1,2024-01-31,141.43
2244,1326,447,1,2023-10-29,327.50
2245,321,421,2,2024-05-03,386.16
2246,28,479,5,2024-05-05,512.75
2247,48,181,1,2023-11-14,21.50
2248,576,85,1,2023-04-14,146.89
2249,104,382,2,2023-10-04,471.88
2250,43,13,2,2024-01-16,22.14
2251,17,230,1,2024-04-16,10.03
2252,309,319,1,2024-01-12,367.32
2253,36,411,2,2023-05-07,182.22
2254,460,389,1,2023-02-07,131.57
2255,1392,400,2,2023-03-10,1610.86
2256,110,478,3,2023-12-05,348.81
2257,1362,366,1,2023-10-01,191.48
2258,103,73,3,2023-07-21,540.12
2259,68,316,1,2024-02-08,18.15
2260,158,22,1,2023-01-13,39.28
2261,96,100,1,2023-07-18,139.92
2262,425,410,3,2023-06-05,49.14
2263,442,281,2,2023-08-04,141.86
2264,1,34,1,2023-02-08,435.18
2265,192,373,1,2023-03-09,127.12
2266,157,240,4,2023-06-19,89.64
2267,1421,253,1,2024-04-15,390.19
2268,302,316,2,2024-01-17,36.30
2269,513,490,4,2023-12-05,290.92
2270,1210,341,1,2023-06-09,156.24
2271,1398,350,3,2023-10-13,813.51
2272,994,399,3,2023-08-20,3184.41
2273,16,223,1,2023-12-03,87.10
2274,579,154,1,2024-02-19,185.85
2275,36,488,2,2023-09-21,66.84
2276,76,422,1,2023-08-17,342.87
2277,157,451,4,2024-04-20,381.88
2278,110,475,1,2024-06-01,73.33
2279,336,212,2,2024-03-05,1209.24
2280,850,170,1,2023-09-06,373.81
2281,116,320,1,2023-03-09,403.41
2282,1988,161,4,2023-02-28,279.00
2283,456,208,3,2023-06-07,194.91
2284,419,243,5,2023-12-08,228.40
2285,348,61,1,2024-05-13,190.79
2286,551,476,4,2023-08-08,4260.52
2287,404,221,3,2023-10-21,575.04
2288,175,313,3,2023-12-11,91.26
2289,113,307,1,2024-01-21,27.87
2290,59,52,1,2023-01-09,9.64
2291,107,277,1,2023-04-05,660.05
2292,1561,332,1,2023-02-22,602.62
2293,2,242,1,2023-05-17,375.89
2294,218,432,1,2024-01-01,74.72
2295,1391,293,1,2023-06-19,75.63
2296,247,170,1,2023-03-26,373.81
2297,28,315,1,2023-07-16,27.91
2298,121,460,1,2024-05-17,1968.06
2299,77,137,2,2023-03-15,50.02
2300,1108,146,1,2024-04-18,12.15
2301,1063,437,1,2023-04-09,1164.17
2302,558,311,1,2023-10-18,108.35
2303,23,202,3,2023-06-16,47.25
2304,1549,243,3,2024-01-03,137.04
2305,580,157,1,2024-02-15,69.44
2306,426,414,4,2023-11-13,198.32
2307,1391,168,1,2024-04-17,298.99
2308,106,361,1,2023-03-23,742.92
2309,42,301,3,2023-06-01,414.45
2310,77,230,1,2023-03-17,10.03
2311,205,395,1,2023-11-24,1483.90
2312,917,123,2,2024-03-21,181.68
2313,414,63,4,2023-11-06,295.16
2314,1627,108,3,2023-02-04,2383.20
2315,338,81,1,2023-12-20,153.87
2316,47,26,1,2023-09-16,793.68
2317,379,96,3,2024-04-19,609.72
2318,1352,495,1,2023-11-28,28.06
2319,480,69,3,2024-03-08,146.91
2320,1352,162,4,2023-07-08,406.28
2321,6,446,3,2023-09-14,166.20
2322,421,48,1,2023-12-09,354.83
2323,106,22,3,2023-09-03,117.84
2324,587,310,1,2023-10-12,111.14
2325,144,370,1,2023-02-09,44.02
2326,1969,5,2,2023-12-18,290.30
2327,1119,191,1,2023-04-18,365.99
2328,535,396,3,2024-05-28,189.27
2329,144,109,1,2024-06-01,195.01
2330,196,272,1,2023-07-21,1427.92
2331,455,395,4,2023-02-10,5935.60
2332,488,494,2,2023-10-25,409.12
2333,699,387,1,2023-10-19,414.30
2334,285,10,1,2023-03-06,193.06
2335,522,425,3,2024-04-19,326.16
2336,1080,293,1,2023-11-19,75.63
2337,981,115,1,2023-11-04,41.85
2338,1317,437,1,2023-08-23,1164.17
2339,1401,464,2,2024-02-09,157.16
2340,192,3,2,2023-02-11,161.10
2341,159,488,3,2023-09-02,100.26
2342,390,2,1,2023-03-19,37.89
2343,197,275,3,2024-03-02,2092.32
2344,12,257,3,2023-11-10,194.31
2345,1960,308,2,2024-05-23,775.08
2346,922,110,2,2023-10-22,321.96
2347,83,438,1,2024-02-03,25.73
2348,817,372,1,2023-07-25,137.18
2349,10,351,1,2023-12-03,32.28
2350,1288,126,4,2023-01-22,46.36
2351,72,67,4,2023-09-22,1447.44
2352,120,337,1,2023-09-21,14.39
2353,421,83,4,2023-07-28,599.28
2354,1738,84,1,2023-10-23,25.79
2355,246,278,2,2023-03-12,10.14
2356,54,80,3,2023-01-04,5110.68
2357,172,34,3,2023-10-04,1305.54
2358,128,59,3,2023-12-12,99.90
2359,87,257,3,2024-04-21,194.31
2360,583,63,1,2023-10-12,73.79
2361,60,183,3,2023-12-28,53.52
2362,126,199,3,2023-09-14,75.24
2363,1716,10,4,2023-03-30,772.24
2364,46,84,1,2023-06-14,25.79
2365,608,418,2,2023-07-18,20.50
2366,530,474,3,2023-12-26,217.59
2367,21,175,3,2024-03-18,128.58
2368,74,414,2,2024-02-17,99.16
2369,152,86,1,2024-05-10,1059.88
2370,1983,301,2,2023-03-10,276.30
2371,1826,117,3,2024-05-21,530.31
2372,799,395,1,2023-11-26,1483.90
2373,1269,189,1,2023-02-12,86.16
2374,26,232,1,2023-12-30,1896.57
2375,12,341,4,2023-12-13,624.96
2376,421,384,3,2023-11-19,375.18
2377,505,44,1,2023-04-09,747.52
2378,999,267,2,2023-04-30,1486.52
2379,988,70,1,2023-12-15,169.98
2380,85,320,3,2023-11-21,1210.23
2381,178,160,2,2024-03-11,153.36
2382,221,20,3,2023-02-26,252.78
2383,231,341,4,2023-05-21,624.96
2384,1553,133,3,2023-06-06,77.04
2385,202,175,3,2023-03-18,128.58
2386,656,187,1,2023-11-12,290.90
2387,1791,154,1,2023-01-27,185.85
2388,209,168,1,2023-04-06,298.99
2389,99,477,2,2023-04-13,354.98
2390,336,59,1,2023-09-28,33.30
2391,1953,171,1,2023-05-07,119.25
2392,131,296,1,2023-03-22,29.42
2393,167,26,1,2023-03-23,793.68
2394,1648,282,4,2023-11-01,47.68
2395,773,337,1,2024-02-18,14.39
2396,1864,477,1,2024-03-06,177.49
2397,68,337,1,2023-02-23,14.39
2398,99,36,1,2023-01-05,114.06
2399,77,457,1,2024-04-25,115.48
2400,333,208,2,2023-09-28,129.94
2401,113,303,4,2023-09-11,106.88
2402,59,172,1,2023-04-17,190.89
2403,1208,416,1,2023-08-12,650.72
2404,1735,363,1,2023-09-02,42.37
2405,410,3,2,2023-10-07,161.10
2406,904,407,2,2023-07-12,42.94
2407,552,281,1,2024-03-16,70.93
2408,151,314,2,2023-07-17,316.54
2409,638,150,1,2024-02-19,112.41
2410,979,211,4,2023-10-22,787.80
2411,194,128,2,2023-05-08,2652.72
2412,1615,216,1,2024-05-24,26.80
2413,1,59,1,2023-07-15,33.30
2414,1837,130,2,2023-07-08,88.04
2415,1260,298,1,2023-09-12,11.90
2416,96,365,1,2023-09-13,298.84
2417,1827,24,2,2024-02-09,2708.86
2418,96,495,1,2023-04-26,28.06
2419,894,2,2,2023-04-24,75.78
2420,1556,8,1,2023-12-16,56.93
2421,147,229,1,2023-05-07,129.54
2422,345,167,5,2024-01-23,288.40
2423,1357,266,2,2024-03-30,373.72
2424,1376,104,3,2023-05-30,134.61
2425,147,200,1,2023-09-06,373.64
2426,547,251,4,2024-03-23,407.92
2427,35,130,1,2024-04-19,44.02
2428,113,32,3,2023-03-03,584.25
2429,1844,235,2,2023-07-28,23.72
2430,418,57,3,2023-05-25,140.76
2431,207,144,1,2023-01-15,26.66
2432,520,403,3,2023-03-08,829.56
2433,954,233,1,2023-08-18,232.10
2434,480,103,2,2023-10-10,81.22
2435,526,494,1,2023-06-14,204.56
2436,532,113,1,2023-05-17,53.66
2437,12,400,1,2024-05-12,805.43
2438,370,113,5,2023-05-29,268.30
2439,78,138,2,2023-09-18,126.66
2440,1519,51,1,2023-11-14,287.64
2441,1835,207,1,2023-04-20,697.90
2442,174,461,1,2023-09-08,29.84
2443,1893,491,2,2023-07-07,97.52
2444,1190,255,5,2023-01-04,691.05
2445,106,491,1,2024-03-05,48.76
2446,858,175,1,2023-07-18,42.86
2447,134,56,2,2024-03-11,21.12
2448,181,357,3,2023-07-24,20.43
2449,1198,206,2,2024-01-01,640.66
2450,70,195,1,2023-07-20,27.09
2451,177,167,1,2023-12-11,57.68
2452,326,242,3,2023-12-08,1127.67
2453,553,117,1,2023-01-17,176.77
2454,1518,40,1,2023-05-21,215.66
2455,167,211,3,2023-07-29,590.85
2456,510,212,2,2023-03-16,1209.24
2457,74,349,5,2024-03-27,376.50
2458,1679,70,1,2023-08-08,169.98
2459,157,190,1,2023-09-20,467.84
2460,8,471,2,2023-05-04,135.10
2461,201,330,2,2024-04-05,26.88
2462,149,48,1,2023-08-31,354.83
2463,1102,61,1,2023-09-14,190.79
2464,1020,275,2,2023-09-04,1394.88
2465,31,244,2,2023-06-21,155.76
2466,1345,388,2,2023-01-07,335.16
2467,546,419,5,2024-02-26,715.05
2468,282,52,1,2023-08-23,9.64
2469,899,143,1,2023-12-24,95.18
2470,326,386,1,2023-06-18,204.98
2471,19,379,1,2023-01-22,73.76
2472,1396,141,1,2023-06-10,26.75
2473,169,378,1,2023-07-03,113.60
2474,139,424,1,2023-05-16,32.13
2475,223,236,1,2024-04-05,21.55
2476,162,317,1,2023-05-01,54.27
2477,1717,468,2,2024-01-11,217.22
2478,1186,388,3,2023-11-03,502.74
2479,1502,222,1,2023-03-06,4.34
2480,113,243,1,2023-06-25,45.68
2481,355,18,2,2024-03-06,51.80
2482,78,44,3,2023-08-05,2242.56
2483,52,79,1,2024-03-21,21.65
2484,165,359,3,2023-09-30,313.98
2485,1653,267,2,2023-12-04,1486.52
2486,486,81,3,2023-08-09,461.61
2487,479,218,1,2024-03-31,116.63
2488,200,162,1,2023-08-08,101.57
2489,1761,409,3,2023-01-21,189.87
2490,140,208,1,2024-04-21,64.97
2491,66,448,2,2023-05-10,478.32
2492,38,118,2,2023-04-26,14.76
2493,813,246,1,2023-05-19,205.43
2494,37,266,1,2023-08-26,186.86
2495,92,124,4,2023-03-17,2921.28
2496,174,276,2,2023-12-14,12.48
2497,626,276,1,2023-09-25,6.24
2498,283,282,1,2023-07-02,11.92
2499,31,219,1,2023-07-30,129.35
2500,101,412,3,2023-04-02,284.73
2501,596,76,2,2023-03-15,57.08
2502,433,370,2,2023-03-24,88.04
2503,1787,390,1,2023-06-18,216.12
2504,1475,142,5,2023-12-12,292.10
2505,21,17,3,2023-01-28,19.29
2506,1989,341,2,2023-02-01,312.48
2507,60,166,1,2023-03-25,93.31
2508,59,353,1,2023-04-11,15.01
2509,461,402,3,2024-01-16,431.37
2510,41,404,2,2023-01-27,49.58
2511,1683,77,5,2023-11-17,1542.55
2512,362,345,1,2024-05-31,151.82
2513,1283,149,3,2023-09-25,1464.93
2514,113,44,2,2023-06-01,1495.04
2515,1031,343,2,2024-05-03,276.02
2516,212,252,2,2023-03-20,500.38
2517,108,90,3,2023-10-23,503.58
2518,568,319,3,2023-11-18,1101.96
2519,362,241,1,2024-03-21,40.28
2520,510,14,1,2023-02-20,20.76
2521,3,339,1,2023-09-09,139.27
2522,360,177,2,2023-04-01,206.50
2523,333,371,2,2023-06-03,270.74
2524,404,194,2,2023-08-30,132.80
2525,418,77,3,2023-08-22,925.53
2526,267,190,2,2024-01-10,935.68
2527,247,421,1,2024-01-20,193.08
2528,1739,22,2,2023-02-10,78.56
2529,1174,241,1,2023-08-01,40.28
2530,173,211,2,2024-04-16,393.90
2531,1137,182,3,2023-01-18,235.08
2532,1978,320,3,2023-07-09,1210.23
2533,91,34,1,2023-02-18,435.18
2534,88,444,1,2023-05-08,96.77
2535,792,469,2,2023-01-06,288.82
2536,188,321,2,2023-07-01,246.18
2537,745,486,1,2023-09-12,125.81
2538,592,100,1,2023-07-12,139.92
2539,642,332,1,2023-10-02,602.62
2540,175,80,2,2023-05-25,3407.12
2541,1557,205,2,2023-10-30,137.90
2542,1719,88,2,2023-11-11,3924.30
2543,409,153,1,2023-09-06,19.36
2544,428,388,2,2024-01-13,335.16
2545,1698,372,3,2024-03-17,411.54
2546,153,54,1,2023-09-15,17.32
2547,59,237,3,2024-02-04,117.96
2548,219,485,5,2024-02-04,1343.75
2549,112,182,4,2024-01-18,313.44
2550,1893,149,3,2023-02-13,1464.93
2551,134,207,3,2024-01-13,2093.70
2552,297,279,2,2023-10-28,74.96
2553,137,492,3,2023-01-24,381.42
2554,1401,44,1,2023-11-12,747.52
2555,415,406,1,2023-10-25,75.65
2556,588,295,4,2024-06-01,442.04
2557,16,396,1,2023-04-22,63.09
2558,345,124,2,2024-05-27,1460.64
2559,598,92,3,2023-10-10,184.62
2560,283,372,5,2024-04-21,685.90
2561,1090,426,2,2023-12-15,37.62
2562,26,149,2,2023-02-28,976.62
2563,218,123,1,2023-08-10,90.84
2564,149,497,3,2023-12-30,144.18
2565,138,425,2,2023-11-19,217.44
2566,1626,63,1,2023-08-16,73.79
2567,102,413,1,2023-04-07,62.05
2568,1640,308,1,2024-04-22,387.54
2569,1693,450,3,2023-02-19,4162.14
2570,1064,500,1,2023-04-04,34.20
2571,1208,348,1,2023-08-10,98.26
2572,97,208,2,2023-08-20,129.94
2573,28,452,1,2023-02-05,33.14
2574,1704,40,4,2024-06-01,862.64
2575,559,389,4,2024-02-03,526.28
2576,69,237,4,2024-02-21,157.28
2577,775,369,3,2023-01-09,61.41
2578,8,467,1,2023-01-28,78.89
2579,20,301,1,2024-02-29,138.15
2580,80,282,1,2023-01-14,11.92
2581,176,353,1,2024-04-28,15.01
2582,1240,360,1,2023-10-18,11.76
2583,1007,62,4,2024-03-01,68.00
2584,3,452,2,2023-08-07,66.28
2585,382,189,2,2023-12-21,172.32
2586,97,454,1,2023-11-15,20.88
2587,1048,37,3,2023-10-21,4343.67
2588,78,277,1,2023-08-25,660.05
2589,390,272,1,2023-01-28,1427.92
2590,955,72,3,2024-02-22,71.25
2591,139,88,3,2023-06-11,5886.45
2592,154,311,2,2023-06-01,216.70
2593,52,123,1,2023-12-10,90.84
2594,292,215,1,2023-09-19,71.07
2595,26,357,2,2023-10-29,13.62
2596,94,267,2,2023-02-13,1486.52
2597,342,323,1,2023-12-12,728.46
2598,171,253,4,2024-03-14,1560.76
2599,456,495,3,2023-02-17,84.18
2600,599,356,1,2023-05-12,807.86
2601,441,400,3,2023-02-13,2416.29
2602,138,448,5,2023-07-28,1195.80
2603,333,200,1,2023-04-01,373.64
2604,1923,14,1,2024-04-11,20.76
2605,52,165,4,2023-08-06,13.84
2606,72,488,1,2023-08-12,33.42
2607,183,460,1,2023-02-23,1968.06
2608,446,261,2,2024-03-22,41.80
2609,879,56,1,2024-05-11,10.56
2610,437,391,2,2023-05-27,3805.78
2611,1155,108,5,2023-09-28,3972.00
2612,217,384,4,2023-04-29,500.24
2613,175,156,3,2023-01-06,136.32
2614,638,230,3,2023-12-17,30.09
2615,229,122,1,2023-05-20,296.65
2616,408,24,1,2024-01-19,1354.43
2617,1117,371,1,2023-04-15,135.37
2618,1395,190,1,2023-01-19,467.84
2619,1060,421,1,2024-01-13,193.08
2620,839,298,2,2023-10-24,23.80
2621,210,294,1,2023-01-17,120.78
2622,1657,232,5,2023-06-19,9482.85
2623,401,388,2,2024-03-06,335.16
2624,1946,320,2,2024-01-20,806.82
2625,1343,152,3,2024-04-12,350.01
2626,65,456,2,2023-05-29,253.18
2627,681,402,1,2024-01-29,143.79
2628,1240,488,2,2023-05-31,66.84
2629,281,290,1,2023-01-22,364.57
2630,1978,257,3,2023-07-19,194.31
2631,125,456,1,2023-07-09,126.59
2632,160,151,3,2024-03-16,109.32
2633,403,289,2,2023-02-26,117.26
2634,409,319,2,2024-04-29,734.64
2635,110,204,2,2024-04-13,98.06
2636,1927,214,5,2023-02-01,7345.80
2637,1265,227,1,2023-08-10,45.72
2638,246,288,4,2023-08-22,540.04
2639,599,311,1,2024-01-06,108.35
2640,1306,125,3,2023-05-22,792.78
2641,1345,460,2,2023-01-18,3936.12
2642,209,424,1,2023-12-19,32.13
2643,408,455,2,2023-05-26,49.48
2644,1550,290,2,2023-12-16,729.14
2645,21,282,3,2023-05-31,35.76
2646,405,303,3,2023-05-31,80.16
2647,454,339,1,2024-01-27,139.27
2648,885,194,1,2023-03-16,66.40
2649,155,8,2,2024-03-12,113.86
2650,71,345,3,2023-05-30,455.46
2651,1945,98,3,2023-11-18,219.42
2652,876,173,5,2023-05-04,926.15
2653,181,432,1,2023-10-01,74.72
2654,394,278,1,2023-11-15,5.07
2655,580,140,2,2023-02-11,3310.70
2656,21,427,4,2024-05-04,266.80
2657,1864,115,1,2024-03-20,41.85
2658,1031,201,4,2024-02-03,457.96
2659,45,29,1,2024-02-01,81.27
2660,573,104,1,2023-07-17,44.87
2661,1103,172,3,2023-01-27,572.67
2662,34,485,1,2023-02-27,268.75
2663,1104,332,1,2023-10-28,602.62
2664,1204,311,1,2023-11-26,108.35
2665,39,233,1,2023-07-01,232.10
2666,1201,268,1,2024-03-29,8.91
2667,1265,211,2,2023-02-21,393.90
2668,1742,189,1,2023-10-14,86.16
2669,194,9,3,2024-03-27,483.63
2670,467,307,1,2023-06-16,27.87
2671,42,366,4,2023-05-24,765.92
2672,1719,207,3,2024-02-26,2093.70
2673,1414,67,2,2023-12-19,723.72
2674,14,285,3,2024-05-18,410.67
2675,1714,321,3,2024-01-29,369.27
2676,34,83,2,2023-03-10,299.64
2677,1961,399,1,2024-02-11,1061.47
2678,620,346,2,2023-03-10,350.12
2679,139,102,1,2023-08-26,42.60
2680,65,480,1,2023-11-18,42.62
2681,328,367,4,2023-07-27,568.28
2682,306,469,4,2023-04-22,577.64
2683,510,279,4,2024-04-20,149.92
2684,8,105,3,2023-06-18,1660.83
2685,1452,53,1,2023-06-17,1213.48
2686,1,195,1,2024-03-08,27.09
2687,171,423,2,2023-11-22,22.50
2688,96,240,1,2023-12-20,22.41
2689,357,63,1,2024-04-03,73.79
2690,53,457,2,2023-10-31,230.96
2691,241,136,2,2023-06-22,124.70
2692,915,166,1,2024-02-10,93.31
2693,222,262,1,2023-04-07,85.20
2694,449,142,1,2023-02-24,58.42
2695,170,232,1,2023-09-14,1896.57
2696,73,204,1,2023-04-21,49.03
2697,102,464,1,2024-05-26,78.58
2698,1396,263,1,2023-07-11,1183.10
2699,53,8,3,2023-04-05,170.79
2700,550,458,3,2023-07-06,1047.12
2701,74,322,1,2024-03-05,794.01
2702,123,294,2,2024-05-18,241.56
2703,1748,352,2,2023-08-28,2373.72
2704,1894,219,3,2023-08-26,388.05
2705,701,125,3,2023-07-01,792.78
2706,723,349,5,2024-02-23,376.50
2707,20,174,1,2024-04-05,30.13
2708,1793,12,1,2024-03-14,86.63
2709,401,349,4,2023-05-02,301.20
2710,487,245,2,2024-02-17,59.50
2711,559,121,4,2023-05-31,3545.84
2712,11,187,3,2024-01-21,872.70
2713,707,74,1,2023-06-25,41.19
2714,129,115,2,2023-12-02,83.70
2715,1428,82,1,2024-02-07,163.84
2716,1457,448,2,2023-01-16,478.32
2717,2000,172,2,2024-04-03,381.78
2718,75,352,1,2023-06-03,1186.86
2719,1758,38,2,2023-06-28,50.08
2720,52,293,1,2024-02-12,75.63
2721,492,387,2,2023-02-10,828.60
